Date,Global_active_power,Global_intensity,Global_reactive_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,Voltage
3/2/2008,1319.122,5798.4,239.506,1122,723,8280,345480.53
4/2/2008,731.808,3161.2,179.134,0,626,6670,347896.25
5/2/2008,806.352,3490.8,181.35,0,541,6094,347305.26
6/2/2008,1009.892,4293.4,127.388,244,0,7769,346311.43
7/2/2008,274.796,1292.8,179.516,0,445,1710,347304.17
8/2/2008,785.908,3480.6,251.462,1,813,6261,347357.44
9/2/2008,1139.47,4831.8,138.356,940,741,5666,346718.62
10/2/2008,1461.186,6355.4,202.314,6651,926,6279,344469.31
11/2/2008,1519.21,6465.2,177.168,1910,3727,9371,346545.61
12/2/2008,1223.426,5199.6,167.282,0,563,9710,347559.34
13/2/2008,1497.608,6376,196.642,1954,5496,9727,346773.42
14/2/2008,1821.462,7693.2,177.712,0,336,13491,346886.78
15/2/2008,2186.988,9262.4,119.29,1034,846,14983,345503.42
16/2/2008,3154.194,13201.4,209.84,5649,6701,12727,349407.48
17/2/2008,1881.098,7807,191.772,617,295,12981,350836.37
18/2/2008,1518.53,6384.6,122.5,1162,317,9864,345312.41
19/2/2008,2239.19,9427.8,162.628,799,1655,12146,345363.02
20/2/2008,1556.164,6480.8,142.644,712,499,11144,346681.21
21/2/2008,2713.884,11380.8,261.184,2234,10218,16382,348215.3
22/2/2008,2183.858,9140.6,161.762,5201,2097,7066,348855.06
23/2/2008,1749.05,7404.2,139.282,1079,369,11204,345458.94
24/2/2008,2639.174,11067.6,203.88,6012,7655,13787,347467.2
25/2/2008,1652.152,7022.8,206.196,2175,489,9449,347064.12
26/2/2008,2203.826,9247.2,161.792,1063,2621,14018,347373.64
27/2/2008,2623.194,10947,144.08,1123,5810,11093,349833.58
28/2/2008,1736.94,7184.6,118.07,1125,258,11293,349717.05
29/2/2008,1744.706,7154.4,160.418,1195,304,11466,355096.59
1/3/2008,3829.762,16184,255.522,6107,8003,13129,344405.96
2/3/2008,1514.404,6301.8,101.972,0,251,10345,348572.06
3/3/2008,826.45,3392.4,113.064,0,297,5471,348812.78
4/3/2008,1761.156,7255,140,965,385,14884,350767
5/3/2008,2371.046,10091.4,241.45,6564,7369,5856,347108.86
6/3/2008,1917.566,8023.6,147.44,1156,4019,12544,348377.74
7/3/2008,1450.68,6020.8,121.906,1123,375,12101,349690.49
8/3/2008,1562.682,6548.2,166.214,1147,570,10845,347763.26
9/3/2008,998.246,4313.4,165.224,1579,355,3430,345811.36
10/3/2008,1862.39,7859,184.646,2174,3832,10921,346523.87
11/3/2008,1512.266,6376.4,146.958,1028,2613,10699,347106.6
12/3/2008,1476.106,6164.4,148.232,1104,618,12550,346580.97
13/3/2008,1631.53,7022.4,171.258,3270,3913,8116,339832.22
14/3/2008,1803.958,7789.6,254.492,1775,5355,8626,345143.07
15/3/2008,1209.906,5066.2,154.56,763,374,8971,346980.49
16/3/2008,1421.184,5930.4,149.652,0,370,11677,347790.06
17/3/2008,678.474,2993.4,180.81,0,529,4241,346717.73
18/3/2008,1893.608,8224.4,272.724,7549,3040,12687,345225.41
19/3/2008,1165.7,4906.8,165.954,0,461,11223,347466.56
20/3/2008,1332.316,5682.2,171.418,977,454,11977,346353.71
21/3/2008,757.082,3437,156.514,909,671,4628,332767.05
22/3/2008,1261.584,5381.2,195.606,1143,552,9260,344991.15
23/3/2008,966.41,4154.2,218.338,0,663,5389,348489.04
24/3/2008,812.038,3481.4,169.93,0,498,3943,347688.29
25/3/2008,347.96,1553.6,119.24,0,0,1830,347442.67
26/3/2008,273.758,1287.8,178.098,0,440,1719,347552.41
27/3/2008,1080.598,4691.8,246.724,2306,1440,6324,346790.14
28/3/2008,1304.64,5472,0,0,0,1440,344520
29/3/2008,1167.52,5058.4,147.132,1888,2029,5425,343095.37
30/3/2008,1505.29,6404.2,189.376,4202,357,7991,346071.08
31/3/2008,1374.032,5815.6,169.212,1993,652,9151,347182.85
1/4/2008,1247.946,5273.8,161.978,982,754,11779,347845.07
2/4/2008,1480.44,6301.8,170.052,2103,330,7172,345831.76
3/4/2008,1980.306,8393.6,134.982,2521,6054,8015,345032.53
4/4/2008,1699.866,7091.2,119.274,1118,376,10279,350101.69
5/4/2008,2433.508,10086.6,161.754,2044,653,19311,349953.28
6/4/2008,2085.648,8788.6,121.478,1299,3124,11648,345099.13
7/4/2008,1971.934,8359.6,181.596,698,8010,4600,345661.27
8/4/2008,1369.108,5692.4,134.358,1104,457,8227,348854.75
9/4/2008,1925.978,8140.4,219.57,1025,4110,9461,348354.41
10/4/2008,1723.654,7209,112.03,1089,253,10750,349583.55
11/4/2008,1840.238,7794.6,166.452,1737,3026,8704,346377.05
12/4/2008,1474.848,6121.6,149.054,0,481,10936,349884.1
13/4/2008,1570.4,6593,122.928,0,483,11914,345667.33
14/4/2008,1666.194,7094,150.942,839,7602,6197,348479.01
15/4/2008,2196.052,9121.6,109.336,1233,2658,11679,349489.58
16/4/2008,1882.112,7891.4,132.154,1538,296,11773,348287.29
17/4/2008,2204.334,8989.8,137.608,1165,2662,13681,354145.74
18/4/2008,2186.614,9276.8,176.584,1634,2900,13085,345297
19/4/2008,2126.916,8956.4,137.568,1881,4711,11200,347054.59
20/4/2008,737.268,3040.6,99.378,1046,262,1796,347831.41
21/4/2008,1953.572,8142,135.15,2124,397,14543,348058.66
22/4/2008,2152.518,9046,144.764,1648,2686,14118,346315.81
23/4/2008,1308.448,5508.8,142.498,2110,411,6154,349059.19
24/4/2008,1191.532,4931.8,116.412,0,314,9458,349597.84
25/4/2008,1663.384,6920.6,189.478,0,596,12591,347651.23
26/4/2008,1028.658,4400.4,149.66,733,1605,5748,346218.97
27/4/2008,2253.71,9556,245.284,4319,2457,14722,347246.18
28/4/2008,1286.468,5397.8,153.604,2201,376,8088,349428.29
29/4/2008,1708.594,7146.6,166.404,1230,4255,13474,347414.14
30/4/2008,1429.442,6219.8,167.858,4683,530,7022,338320.4
1/5/2008,1030.262,4420,175.736,1014,558,7503,346221.9
2/5/2008,1617.344,6770.2,188.884,3253,792,10981,347029.83
3/5/2008,1426.752,6013.8,151.254,2122,659,9864,347905.5
4/5/2008,845.2,3694,188.166,973,537,4391,345983.97
5/5/2008,1588.082,6822.6,189.418,3411,1514,10911,344552.67
6/5/2008,1086.866,4620.2,164.26,969,475,7737,347497.32
7/5/2008,1416.22,6068.4,210.808,2385,1803,9554,348053.24
8/5/2008,677.886,3087.2,187.012,1068,703,3130,337337.08
9/5/2008,1344.014,5788.4,208.03,2941,3146,7676,344377.61
10/5/2008,1203.644,5077.2,259.25,0,598,5058,348547.11
11/5/2008,801.158,3448.8,192.498,0,549,6105,348263.36
12/5/2008,1422.294,6137.2,160.018,1025,8912,5989,345533.28
13/5/2008,274.692,1300.8,180.622,0,442,1697,346888.42
14/5/2008,880.742,3925.4,262.994,896,812,6044,347819.86
15/5/2008,1304.64,5472,0,0,0,1440,344520
16/5/2008,1298.684,5592,151.794,0,2743,7937,346039.5
17/5/2008,1518.846,6449.4,166.768,1569,351,12367,346114.24
18/5/2008,2135.71,9013.6,263.492,1607,4050,14845,346109.78
19/5/2008,919.6,3904.6,147.406,0,1307,5156,348064.28
20/5/2008,1269.236,5348.2,190.342,0,348,6562,348399.04
21/5/2008,1644.106,6869.4,111.666,0,3094,8987,349081.13
22/5/2008,2327.51,9702.4,204.73,2417,6018,11841,349495.04
23/5/2008,1311.806,5500.4,199.676,801,298,6442,352328.43
24/5/2008,2198.864,9322.6,161.828,508,8022,12815,343431.06
25/5/2008,1345.342,5686,153.676,0,367,9060,346072.67
26/5/2008,1152.668,4876,183.156,0,570,10142,346692.79
27/5/2008,1923.254,8041.4,166.086,3972,741,13532,346612.98
28/5/2008,1443.602,6051.8,93.362,1346,2115,12245,344662.54
29/5/2008,910.614,4124.2,120.472,0,346,2824,348704.27
30/5/2008,1504.226,6337,170.082,1881,471,7490,347449.83
31/5/2008,1191.082,4927.4,186.52,0,574,5784,353933.16
1/6/2008,2946.188,12410.8,325.082,2090,6915,10636,346651.21
2/6/2008,1793.444,7509.8,145.908,0,304,11343,350466.29
3/6/2008,2345.668,9820.4,170.23,1143,7052,12851,348003.81
4/6/2008,1667.736,7014,139.542,0,356,11338,346081.52
5/6/2008,2940.438,12465,231.426,6286,2764,15206,346016.41
6/6/2008,1603.3,6596.8,106.588,1159,232,10915,352619.75
7/6/2008,2157.432,8853.6,131.168,0,382,21536,350399.26
8/6/2008,515.688,2169.8,107.008,0,340,1969,346451.9
9/6/2008,1162.226,4932,144.71,0,5244,2565,345234.59
10/6/2008,1477.442,6337.6,135.364,1560,310,6684,348828.26
11/6/2008,766.906,3204.8,136.396,0,424,3605,348122.96
12/6/2008,1960.778,8226.2,174.336,1755,970,16641,346262.57
13/6/2008,1691.672,7211,142.54,1106,3674,7989,343680.71
14/6/2008,1644.334,6856.4,124.762,1128,324,13500,348825.08
15/6/2008,1648.622,6816.2,152.906,0,483,13074,349593.87
16/6/2008,1003.486,4523.8,160.092,7,1490,3754,339238.19
17/6/2008,1497.768,6304,205.568,3114,584,8687,347974.48
18/6/2008,1393.91,5871.6,179.62,1430,374,9760,348311.38
19/6/2008,2187.91,9248.4,233.98,1858,7966,14454,346159.08
20/6/2008,1484.362,6442.6,166.108,3971,1250,7633,337635.4
21/6/2008,1074.012,4634,165.158,960,558,6341,340372.62
22/6/2008,1090.638,4849.6,223.696,0,506,7892,347947.63
23/6/2008,980.898,4198.8,129.238,0,656,8454,346084.5
24/6/2008,967.032,4216,176.924,1018,5281,3445,346567.41
25/6/2008,1147.202,5140.2,266.538,962,650,7002,344105.25
26/6/2008,1242.578,5349.6,276.318,637,603,8032,348432.11
27/6/2008,1140.928,5032.8,297.298,822,932,6337,345067.37
28/6/2008,1019.416,4445.4,144.954,482,0,6869,338193.49
29/6/2008,505.776,2286.6,178.294,0,504,3803,344345.37
30/6/2008,489.724,2258.6,205.492,0,637,3539,346955.9
1/7/2008,549.482,2449.2,183.244,0,536,4191,346892.19
2/7/2008,1662.468,7224.8,231.598,3613,1617,8806,345665.28
3/7/2008,1384.154,5963.8,224.634,4273,1206,6648,344633.71
4/7/2008,1222.814,5239,207.858,947,659,9921,348217.59
5/7/2008,1392.492,5887.8,170.312,929,500,11785,346958.95
6/7/2008,3133.732,13461.2,238.362,4324,5222,11440,343969.16
7/7/2008,1740.368,7414.4,138.614,1775,380,4940,345520.14
8/7/2008,1738.028,7170.8,133.88,0,282,13727,350495.79
9/7/2008,2351.728,9807.4,199.86,2317,3341,14563,349575.03
10/7/2008,1660.246,6933.2,139.544,2363,296,13225,348227.74
11/7/2008,1667.554,6998.8,137.812,844,2648,10475,346222.79
12/7/2008,1722.808,7164,151.558,760,450,11005,349239.61
13/7/2008,1727.964,7248.4,162.564,2154,690,10330,348837.3
14/7/2008,2095.856,8770.2,124.832,1015,3954,11026,347527.91
15/7/2008,1692.336,7177.6,121.192,1034,347,7732,345338.09
16/7/2008,1961.016,8196.8,146.026,843,407,12816,347878.61
17/7/2008,2197.006,9320.2,153.768,4367,2947,11433,346476
18/7/2008,2225.748,9313,160.998,0,2648,14063,348923.61
19/7/2008,1949.758,8083.2,119.434,1859,276,13592,350161.83
20/7/2008,2244.142,9360,160.838,1134,6479,12837,349293.74
21/7/2008,1144.166,4672,122.1,1237,313,7795,356306.41
22/7/2008,3149.928,13202.6,187.158,2058,5191,9713,345406.24
23/7/2008,2253.79,9516,190.268,3655,5516,7704,348004.35
24/7/2008,1880.736,7970.4,147.036,2897,293,8768,345874.62
25/7/2008,1983.728,8273.6,151.248,3748,382,14470,348176.11
26/7/2008,2086.228,8857.8,164.87,3745,2837,11255,346774.52
27/7/2008,1253.274,5269.8,120.854,1107,478,6670,348138.12
28/7/2008,1463.906,6073.6,130.038,1083,308,10618,349799.74
29/7/2008,641.508,2965.6,327.644,0,1233,2177,349591.51
30/7/2008,822.58,3592.6,145.646,1069,360,3499,345791.37
31/7/2008,1791.418,7575.2,227.854,1030,4544,10401,347663.34
1/8/2008,1486.51,6240,169.502,0,2644,10476,348342.56
2/8/2008,1833.628,7677,175.902,1388,719,16668,346719.24
3/8/2008,1968.328,8555.8,187.532,5420,1733,7611,338901.29
4/8/2008,1581.334,6742.4,184.082,1352,2431,11977,347068.23
5/8/2008,1307.162,5528.8,182.382,1061,1889,9470,347500.38
6/8/2008,1153.898,4831.6,139.14,0,369,10101,349129.13
7/8/2008,1074.286,4761.8,227.302,1761,2588,5106,345824.88
8/8/2008,1676.104,7211.8,227.42,2948,2935,12417,345512.43
9/8/2008,1107.1,4679.2,179.056,0,2657,9159,347737.8
10/8/2008,1672.55,7091.2,144.08,1021,4195,12337,346043.28
11/8/2008,1110.422,4970.4,223.118,2111,2418,4765,339219.22
12/8/2008,941.534,4084.4,172.576,1943,1076,5457,345279.88
13/8/2008,662.486,2949,217.864,914,784,4948,348252.28
14/8/2008,855.824,3698.6,218.46,9,550,5178,347974.54
15/8/2008,1338.842,5707.2,155.88,1032,6965,7383,347473
16/8/2008,268.472,1272,178.064,0,437,1626,347822.94
17/8/2008,775.722,3489.6,260.89,0,883,6138,347163.29
18/8/2008,1304.64,5472,0,0,0,1440,344520
19/8/2008,1255.532,5358.2,132.908,1056,489,9996,345189.58
20/8/2008,1304.6,5480,156.204,0,370,12477,346455.53
21/8/2008,2035.328,8674.6,295.694,4532,2466,11935,347465.44
22/8/2008,1682.832,7179.8,195.214,3323,766,13262,347750.98
23/8/2008,3407.262,14674.6,229.736,10346,5567,11599,344114.09
24/8/2008,1858.998,7947.4,122.4,0,376,10447,344973.24
25/8/2008,1739.434,7189.8,128.044,1148,2159,9830,351511.47
26/8/2008,2137.856,8873.2,185.42,894,449,16451,349849.8
27/8/2008,1941.94,8210.4,154.028,3712,4357,7313,347746.67
28/8/2008,2063.716,8756.4,152.344,857,2663,11331,345212.19
29/8/2008,1969.506,8227.2,192.17,2031,5916,8569,348922.1
30/8/2008,1355.198,5683.4,181.434,755,691,6757,350600.29
31/8/2008,1755.212,7374.4,131.612,1141,549,9473,347752.97
1/9/2008,1673.93,7123,127.554,1039,348,10396,345496.8
2/9/2008,2496.856,10484.8,211.304,5694,1997,12553,346494.05
3/9/2008,900.91,3798.6,119.624,0,506,4778,347299.48
4/9/2008,1717.112,7240.6,144.166,1765,2623,10421,347100.89
5/9/2008,1982.576,8227.8,106.47,1191,200,12251,349749.55
6/9/2008,2643.61,11034.2,135.072,1099,9189,14816,348076.92
7/9/2008,2034.966,8320.8,171.948,3293,282,11473,354829.27
8/9/2008,2072.874,8747.2,189.87,3527,2332,11548,346263.79
9/9/2008,1633.85,6895.4,112.274,0,307,8523,346680.56
10/9/2008,1316.184,5481.6,155.402,2111,262,3983,346974.25
11/9/2008,2740.314,11575.2,167.458,5905,8142,17083,346500.54
12/9/2008,2142.092,8981.6,142.83,1865,4133,12335,347020.77
13/9/2008,2066.442,8695,223.824,2171,4778,13275,347572.67
14/9/2008,1930.022,8167.4,197.656,5420,682,10266,349319.12
15/9/2008,1262.9,5529.2,293.258,1670,3626,4499,348180.83
16/9/2008,1673.656,7251.4,212.658,6575,463,11129,344467.06
17/9/2008,1164.156,4902,175.4,0,2673,6788,348469.19
18/9/2008,1894.598,7970.8,182.732,1925,375,7380,346533.79
19/9/2008,1579.914,6560.8,158.406,0,635,12902,348379.26
20/9/2008,1120.062,4807.6,117.28,0,468,9060,337956.35
21/9/2008,1324.112,5640,190.326,1989,474,9251,346695.14
22/9/2008,1575.15,6636.2,212.396,1553,1278,12563,347067.51
23/9/2008,1294.396,5468.8,167.694,1073,381,10113,348133.03
24/9/2008,806.946,3601.2,222.546,932,2400,3711,346427.92
25/9/2008,1734.254,7393.2,239.028,940,5823,12828,344827.31
26/9/2008,855.142,3646.4,161.526,1039,412,6002,347452.93
27/9/2008,1660.89,7124.6,169.68,3824,3525,11179,346973.75
28/9/2008,1060.248,4739.8,236.158,428,512,7756,337329.54
29/9/2008,1156.478,5014.2,172.45,1698,431,9189,344306.44
30/9/2008,813.762,3600.8,266.7,0,981,7795,349232.94
1/10/2008,1064.166,4615,244.246,2030,585,6178,348077.96
2/10/2008,642.556,2824,157.308,0,38,3296,346425.2
3/10/2008,261.298,1223.6,168.972,0,432,1577,346025.76
4/10/2008,1161.746,5044.8,262.362,3043,887,7527,346480.93
5/10/2008,1304.64,5472,0,0,0,1440,344520
6/10/2008,1238.78,5375,152.834,3130,2745,6316,344709.31
7/10/2008,1533.07,6566.8,206.262,4010,2381,8347,346953.83
8/10/2008,1417.868,6049.8,214.166,921,604,10844,347403.87
9/10/2008,1111.376,4768.6,179.714,0,679,7969,346922.85
10/10/2008,2180.494,9151.6,168.642,1054,2983,11361,347908.51
11/10/2008,2325.018,9977.4,143.462,4670,7640,7552,345736.48
12/10/2008,1237.356,5169.6,115.6,0,341,8246,351369.15
13/10/2008,1790.626,7463.8,156.858,699,352,14512,348264.25
14/10/2008,1652.896,6920.4,116.41,0,299,13027,346385.38
15/10/2008,1646.01,6965.2,149.344,662,2542,8487,346774.7
16/10/2008,1399.71,5821,155.85,0,492,11074,349076.1
17/10/2008,1668.892,6887.8,148.522,1106,478,12697,349629.41
18/10/2008,1932.378,8145,143.108,2867,297,9001,347853.67
19/10/2008,1711.368,7271.4,124.868,1093,882,8320,345213.81
20/10/2008,2450.976,10358.2,222.638,6774,411,16097,347151.89
21/10/2008,2041.536,8660.4,142.354,4855,2110,10136,345883.85
22/10/2008,2341.338,9897,186.906,3151,350,11131,347305.75
23/10/2008,2611.264,10934.6,141.314,3819,4550,12673,348689.57
24/10/2008,2015.808,8434.2,124.87,2157,391,10433,348284.87
25/10/2008,1888.022,7726.6,153.362,0,285,15829,353863.35
26/10/2008,3375.57,14219.8,138.074,1409,4129,12285,343613.09
27/10/2008,1732.564,7279.6,121.688,1167,1985,10101,347667.5
28/10/2008,2238.478,9410,175.828,3816,8576,7133,347495.48
29/10/2008,1474.036,6213.6,160.624,1393,2167,10159,346434.47
30/10/2008,1454.978,6081.2,113.826,353,736,10462,348139.48
31/10/2008,2053.516,8669.2,185.68,3322,588,12405,347921.5
1/11/2008,1689.17,7128.8,130.28,2017,3778,9015,347799.76
2/11/2008,1618.59,6749.4,171.556,1142,557,13859,347556.66
3/11/2008,2233.714,9631.4,267.194,4264,2287,11102,345036.79
4/11/2008,1627.676,6872.4,193.15,971,5093,10603,346981.99
5/11/2008,1496.198,6296.8,203.908,1024,1203,13265,347435.79
6/11/2008,1460.904,6143,186.65,1062,653,12492,346674.27
7/11/2008,1132.852,4895.8,128.916,931,3966,3984,339092.03
8/11/2008,976.868,4256.6,169.816,996,440,6475,344880.28
9/11/2008,1074.806,4609.4,237.242,982,1207,8078,348431.81
10/11/2008,2095.772,8865.4,212.698,2278,2441,17454,344956.47
11/11/2008,566.294,2602.6,208.526,0,951,3482,346803.31
12/11/2008,1566.416,6730.6,294.144,4705,1175,10652,344223.53
13/11/2008,1094.098,4634,162.124,0,449,11148,347331.3
14/11/2008,1520.588,6597.6,209.434,968,6176,9230,346586.29
15/11/2008,1377.26,6089,218.756,7091,2136,5573,339785.36
16/11/2008,740.242,3272.6,161.128,0,430,4886,345125.24
17/11/2008,739.532,3258,238.48,0,681,3965,348594.36
18/11/2008,1164.446,5041.6,311.284,0,2151,5604,347313.29
19/11/2008,1209.808,5142.6,154.288,3048,1836,7241,346776.94
20/11/2008,267.124,1255.8,174.654,0,438,1614,346870.43
21/11/2008,1548.738,6855.4,417.834,4544,3203,8549,347217.46
22/11/2008,1260.266,5305.8,24.648,0,54,1588,345039.02
23/11/2008,1176.172,5061.8,183.432,944,1311,7688,344855.57
24/11/2008,1358.564,5778.2,151.524,1014,2448,10227,345901.19
25/11/2008,1246.536,5326.8,207.256,937,597,8502,347302.12
26/11/2008,1510.394,6434,188.33,2472,1167,11768,346543.24
27/11/2008,1777.64,7575.6,138.28,0,1064,5061,349578.08
28/11/2008,1882.308,7949.2,107.984,1116,387,13359,346906.15
29/11/2008,1910.536,7964.4,126.298,2078,295,12146,349587.29
30/11/2008,2611.502,11043,260.606,3154,4086,16039,346791.98
1/12/2008,1958.404,8229.6,128.3,1067,5186,10680,347374.51
2/12/2008,1830.494,7739.4,161.208,815,1435,10587,346174.62
3/12/2008,1757.45,7408.6,196.704,3180,495,11696,347178.65
4/12/2008,2293.236,9633.2,213.112,3737,3883,13465,348830.69
5/12/2008,2522.618,10570.6,138.912,2168,6181,13685,346640.21
6/12/2008,3406.78,14469.6,207.018,3631,8823,10290,344377.4
7/12/2008,1471.122,6100.8,148.338,0,402,8230,349549.51
8/12/2008,1577.536,6731.2,137.45,1871,458,7611,346428.76
9/12/2008,4773.386,20200.4,221.47,2669,425,14726,345795.95
10/12/2008,2409.048,10055.2,176.272,1971,3091,11962,349283.43
11/12/2008,1798.088,7561,151.08,2666,2115,8326,348149.59
12/12/2008,1455.2,5934.8,135.416,1143,284,11205,355505.71
13/12/2008,1313.48,5508.6,149.344,0,503,10786,346587.79
14/12/2008,1836.474,7792.2,132.504,1684,2250,10074,345122.86
15/12/2008,2733.656,11337.2,129.8,1212,3744,12471,347386.87
16/12/2008,1461.28,6126.6,168.058,0,3001,8806,348457.94
17/12/2008,1309.008,5477.4,119.488,1127,777,8369,347969.49
18/12/2008,2325.99,9778.4,152.446,6279,2112,13878,349419.78
19/12/2008,1296.45,5456.8,120.122,1078,310,5999,348557.26
20/12/2008,1822.162,7733.4,186.634,2892,1153,13107,347279.47
21/12/2008,1054.566,4700.4,135.64,1402,506,6005,341619.33
22/12/2008,1357.328,5713.2,189.502,1380,492,8406,347776.33
23/12/2008,1141.46,4899.2,175.454,1068,395,5511,347752.28
24/12/2008,1180.536,4946.8,177.164,0,623,10981,347922.6
25/12/2008,1464.936,6332.4,165.878,956,3792,8119,338129.99
26/12/2008,1484.916,6276.4,178.958,0,1390,14734,344878.35
27/12/2008,1530.598,6472,193.25,480,1844,12579,346418.52
28/12/2008,1487.556,6333.2,253.1,864,416,9541,346594.1
29/12/2008,477.566,2211.4,193.12,0,786,2402,346059.31
30/12/2008,1251.796,5460.4,210.956,2600,581,10124,344070.22
31/12/2008,1039.214,4428.2,163.872,1010,1261,8186,347347.1
1/1/2009,1442.064,6311.8,296.482,5740,1500,10188,345597.96
2/1/2009,991.018,4429.4,143.77,1747,1288,3847,337681.25
3/1/2009,942.63,4103.2,162.392,1233,454,6325,345738.41
4/1/2009,1030,4396,218.91,926,622,9064,348398.38
5/1/2009,1176.158,5073.6,285.28,897,2106,8295,345431.4
6/1/2009,1112.312,4795.6,157.954,2502,259,5342,346532.12
7/1/2009,254.642,1196.4,169.422,0,419,1485,348685.43
8/1/2009,1066.708,4795.8,371.828,949,819,6994,347839.88
9/1/2009,765.658,3352.2,206.796,0,565,6106,348545.41
10/1/2009,1417.97,6163.2,242.974,2831,1929,7382,344880.62
11/1/2009,1232.788,5305.2,165.128,0,2168,7920,345864.04
12/1/2009,1636.61,6947.6,235.964,2085,978,12884,346675.11
13/1/2009,1449.862,6088,164.938,1021,755,12002,346643.28
14/1/2009,2987.854,12576.4,178.06,3464,2480,11744,347699.08
15/1/2009,1645.022,7038.6,104.306,1107,320,5935,346722.09
16/1/2009,2200.77,9203.2,169.974,5096,4492,8322,350281.09
17/1/2009,2269.42,9511.4,175.238,3496,2760,11046,348114.49
18/1/2009,1865.636,7881.4,146.782,4459,364,9115,346763.91
19/1/2009,2133.226,9024.4,168.014,7893,2277,10284,346195.72
20/1/2009,2614.408,11028.2,218.464,6202,518,15941,345446.19
21/1/2009,2392.992,10041.4,269.592,1982,7573,13238,349950.2
22/1/2009,1899.054,7938.2,150.512,1573,4131,13451,348195.95
23/1/2009,3212.998,13371,121.618,1063,510,13378,346117.66
24/1/2009,2128.856,8899,153.82,2491,4579,9086,348446.2
25/1/2009,1796.248,7559.4,132.46,1096,2848,12224,345644.59
26/1/2009,2550.012,11002.2,149.9,1703,5082,6891,348029.91
27/1/2009,2257.848,9431.6,149.754,2985,2316,14350,349416.61
28/1/2009,1269.638,5232.4,115.318,0,364,9981,351303.3
29/1/2009,2905.894,11942.8,203.66,5184,5575,15198,354002.57
30/1/2009,714.922,3003.6,122.202,0,363,3562,345402.87
31/1/2009,1263.008,5240,107.332,754,332,11447,346144.03
1/2/2009,1783.144,7441.4,123.346,0,1602,14512,346878.61
2/2/2009,1914.278,7953.2,150.128,2260,1682,14315,347710.75
3/2/2009,2968.43,12532.8,191.024,3707,5797,16382,345174.44
4/2/2009,1976.272,8292.4,131.13,1131,5989,7026,349496.3
5/2/2009,1661.712,7047.8,146.836,1710,352,10149,349177.1
6/2/2009,1994.752,8354.8,209.558,1075,5832,12817,346643.53
7/2/2009,1032.1,4528.6,135.264,1125,527,6680,338896.69
8/2/2009,1043.772,4403.6,171.924,1263,522,5296,346471.67
9/2/2009,1194.048,5083,180.82,0,383,9677,348177.72
10/2/2009,1518.418,6603,306.838,4445,1483,8223,347783.21
11/2/2009,1154.388,4985.4,135.56,955,4116,4746,339186.33
12/2/2009,1580.176,6723.4,285.55,1027,569,12833,346643.86
13/2/2009,1287.786,5429.6,177.2,45,446,10256,348505.87
14/2/2009,1341.332,5718.4,228.04,1875,2467,7746,347090.54
15/2/2009,714.656,3179,179.362,0,791,3449,347230.39
16/2/2009,1754.452,7577.6,253.022,2779,3489,14271,342598.16
17/2/2009,1534.874,6503.2,194.322,3059,1239,14275,346373.54
18/2/2009,1095.78,4715.4,230.782,973,883,8090,346765.66
19/2/2009,825.284,3673.4,112.81,0,1607,5599,338922.78
20/2/2009,1093.45,4639,185.882,837,476,8344,345432.62
21/2/2009,561.738,2529.4,208.536,0,630,4128,348121.19
22/2/2009,921.668,4012,285.854,0,2096,3892,346027.49
23/2/2009,1656.504,7108,262.812,1891,3784,9944,346312.51
24/2/2009,254.716,1190,163.91,0,404,1523,347923.32
25/2/2009,1252.254,5431.4,285.104,2279,737,8247,347134.37
26/2/2009,722.948,3247,175.458,0,541,5712,347915.75
27/2/2009,1354.53,5873.4,197.624,929,3935,7955,343584.87
28/2/2009,1718.35,7245.6,173.472,2019,4730,10548,345781.14
1/3/2009,1426.258,6098.4,224.076,1051,621,10374,346157.62
2/3/2009,1327.992,5650,185.256,1739,773,8666,346447.76
3/3/2009,1596.344,6666.2,144.16,1158,262,11239,350531.08
4/3/2009,2239.856,9423.4,119.626,0,2421,11409,346615.84
5/3/2009,2843.664,11738,147.766,3971,5960,11213,349263.35
6/3/2009,1930.51,7992,147.674,1368,455,16136,349774
7/3/2009,1853.918,7795.6,132.2,1478,2433,7385,346280.59
8/3/2009,1596.428,6672.6,125.256,737,480,14164,346928.69
9/3/2009,2406.536,10181.2,243.182,3010,6181,13691,345492.79
10/3/2009,1163.292,4884.8,159.328,0,541,6748,349064.86
11/3/2009,1395.598,5884.8,122.776,3556,279,5678,349432.07
12/3/2009,2702.85,11266.4,150.564,3010,345,10471,346940.07
13/3/2009,1980.13,8309.2,175.476,745,5083,10596,347297.45
14/3/2009,1431.164,6004,116.128,1076,426,5072,347812.21
15/3/2009,2743.12,11450.2,240.28,6620,1962,5795,350495.9
16/3/2009,2694.968,11219,151.812,4588,3368,9084,349892.45
17/3/2009,1061.118,4375.6,116.882,0,285,3598,350255.61
18/3/2009,2127.648,8823.8,192.384,3371,3895,14288,350767.15
19/3/2009,501.74,2105.6,113.736,0,329,1660,348021.43
20/3/2009,504.488,2096,91.72,0,321,1856,345277.45
21/3/2009,1169.844,4914,113.07,1092,274,7359,347330.83
22/3/2009,1880.204,7784.4,130.878,0,474,15120,347015.76
23/3/2009,3336.506,13992,236.1,4630,3600,9358,345650.11
24/3/2009,2015.856,8453.6,127.832,2246,3677,13494,348679.03
